,train_acc,val_acc,train_loss,val_loss
0,0.5025248307396065,0.5039182066917419,0.6932070180773735,0.6931138813495636
1,0.4998105669563467,0.4960817933082581,0.6931884160095995,0.6931361317634582
2,0.6283805885098197,0.7496811211109161,0.6179570013826544,0.5128027826547623
3,0.7697684791955081,0.7758609652519226,0.48344222151420335,0.47075222730636596
4,0.7814463444731452,0.7839265763759613,0.4612085978415879,0.4592862159013748
5,0.7874292500994422,0.7908033728599548,0.45527011968872766,0.44887285530567167
6,0.7943254438313571,0.7947016477584838,0.4401668103581125,0.4410391986370087
7,0.7967906993898478,0.7951979041099548,0.43578690764578903,0.44000656604766847
8,0.800447357649153,0.7985261857509613,0.43100010603666306,0.4331512272357941
9,0.80263333090327,0.8013343036174774,0.4268362335860729,0.43424182534217837
10,0.8052588166161017,0.800775271654129,0.4218664165924896,0.4286250740289688
11,0.8060304685072466,0.8031519055366516,0.41972004385157063,0.4300053209066391
12,0.8088912354274229,0.8007075071334839,0.4161575890400193,0.42707863450050354
13,0.8111794211647727,0.8035654485225677,0.41186919605190103,0.42287848591804506
14,0.8125127520073544,0.7973991513252259,0.4099051549353383,0.43217916786670685
15,0.8124384785240347,0.8056949496269226,0.4094227088445967,0.41769025325775144
16,0.8149560080333189,0.8072116136550903,0.40538210286335513,0.4222557723522186
17,0.8164806216955185,0.8091537773609161,0.40177517892284825,0.4153151124715805
18,0.8178058727221056,0.8083167254924775,0.39980354193936696,0.41564345359802246
19,0.8188479481772943,0.8077277958393096,0.3971492993560704,0.4205710232257843
20,0.8196870603344657,0.8059729754924774,0.39502809603105893,0.4216875463724136
21,0.8201567483219233,0.8076032340526581,0.3964227708903226,0.41860210299491885
22,0.8224993497133255,0.8097925305366516,0.3915978043594144,0.41505017280578616
23,0.8222714655778625,0.8119897961616516,0.39207020503553475,0.41238832473754883
24,0.8250187289985743,0.8121731460094452,0.3867037743330002,0.4115858256816864
25,0.8255570456385612,0.8097965121269226,0.38522360202941025,0.4138407468795776
26,0.8257832750678062,0.8124172866344452,0.38445636934854766,0.41026562750339507
27,0.827289879322052,0.8122339367866516,0.38222486119378696,0.4147742986679077
28,0.8281778584827076,0.8133868753910065,0.38092348487539723,0.4123918622732162
29,0.8322657536376606,0.8129962503910064,0.3730046291920272,0.40708722472190856
30,0.8335040760311213,0.8134426772594452,0.37095475975762715,0.40796620547771456
31,0.8335758190263401,0.8133001804351807,0.3709238517013463,0.4078605681657791
32,0.8335464210672812,0.8129095554351806,0.3707978180186315,0.408965653181076
33,0.8342613212086938,0.8143704116344452,0.3702478093857115,0.4073459178209305
34,0.8338451724160801,0.8144192397594452,0.37001737037842924,0.40727935135364535
35,0.8334881114688787,0.8139229893684388,0.3700032552534884,0.4087130695581436
36,0.8339544900439002,0.813134765625,0.36957392672246153,0.4092057138681412
37,0.8338486762209372,0.8144640862941742,0.36927925219590013,0.40891529619693756
38,0.834302497858351,0.8135522961616516,0.3688555803488601,0.4079443126916885
39,0.8346803899515759,0.8146853089332581,0.36872103200717404,0.4077832192182541
40,0.8343298516490243,0.8141790866851807,0.3685684789988128,0.40737642645835875
41,0.8351595205339518,0.8134426772594452,0.36798562888394704,0.4075460314750671
42,0.8346077704971487,0.814978277683258,0.3680519803681157,0.40762064754962923
43,0.835146963596344,0.8144979655742646,0.36764190379868855,0.40787005722522734
