,train_acc,val_acc,train_loss,val_loss
0,0.6770889792929996,0.7313626050949097,0.6353203505277634,0.5651635885238647
1,0.755099015479738,0.7651088178157807,0.5252351232550361,0.5102716505527496
2,0.7701314775781198,0.7661860227584839,0.498003657229922,0.5022559434175491
3,0.7719882313500751,0.7667340934276581,0.4929131357507272,0.5005205780267715
4,0.7725377428260717,0.7664411246776581,0.49170121211897244,0.49981737434864043
5,0.7730748910795558,0.7677933633327484,0.4911598698659377,0.49963603019714353
6,0.7732522528279911,0.7673011004924775,0.49097855524583295,0.49893084466457366
7,0.7730768377130682,0.7652094602584839,0.49084346097978676,0.49915207326412203
8,0.7729529176246036,0.7660694360733032,0.4906904934482141,0.49917477667331694
9,0.7732939164746891,0.7639658391475678,0.4906268126585267,0.499530166387558
10,0.7732031914320859,0.7651755809783936,0.4905603558502414,0.49934845566749575
11,0.7731523771177639,0.767376834154129,0.49057698012752965,0.4992863923311234
12,0.7732275277376175,0.7649952173233032,0.4905302216383544,0.4994382500648499
13,0.7729740420525725,0.7647022485733033,0.49048549648035655,0.49953224658966067
14,0.7730767401781949,0.7648636758327484,0.4904452914541418,0.4992548078298569
15,0.7734323408115994,0.7641990184783936,0.4904607304117896,0.4996129095554352
16,0.7732477750290524,0.7673798203468323,0.49049155617302115,0.4993675321340561
17,0.7727329189127142,0.7656449258327485,0.4905736009505662,0.49916221499443053
18,0.7734788717194037,0.7653519570827484,0.4904309108176015,0.4992664158344269
19,0.773090466179631,0.7654984414577484,0.4903718446466056,0.49938988983631133
20,0.7734586237506433,0.7652244091033935,0.49048569629138167,0.499225977063179
21,0.7731104215437715,0.7680225610733032,0.49037149209867825,0.49929986000061033
22,0.7736611007289453,0.7683264911174774,0.4904067641632123,0.49914881885051726
23,0.7733440493995493,0.7659867227077484,0.4903378456153653,0.49914678037166593
24,0.7733081287958405,0.7646982610225678,0.4904261187396266,0.49926418364048003
25,0.7737090919505466,0.7663883090019226,0.49026460539210925,0.4994956821203232
26,0.7735299772836945,0.7663693785667419,0.49032932553778996,0.49946512579917907
27,0.7730647670951757,0.7653858423233032,0.49044647033918987,0.49956345558166504
28,0.7734955176711082,0.7662537872791291,0.4902763339606198,0.4993425518274307
29,0.7733688720247962,0.7664939403533936,0.49033367430621927,0.499447363615036
30,0.7734498625451868,0.7643753945827484,0.49029451168396254,0.49932330548763276
31,0.77363540164449,0.7666105270385742,0.49031412499872123,0.4992635101079941
32,0.7736700570041483,0.7674326360225677,0.4901959195055745,0.49922220408916473
33,0.7733385976065289,0.7658551871776581,0.49038559198379517,0.499350044131279
34,0.7734268896959045,0.7666743040084839,0.49029114842414856,0.4995578438043594
35,0.7733919424089518,0.7668207883834839,0.49028200757774437,0.4997105062007904
36,0.7735497382554141,0.7648108661174774,0.490247575735504,0.49953787326812743
37,0.7734854912216013,0.7668955266475678,0.49021412432193756,0.499141326546669
38,0.7733982699838552,0.7676359176635742,0.4902184382081032,0.49944151341915133
39,0.774409487166188,0.7655731797218323,0.4885835718702186,0.49911935329437257
40,0.7743143818595193,0.7658511996269226,0.48852483623407106,0.49911156892776487
41,0.7743300538171421,0.7658252954483032,0.48853815821084107,0.499150887131691
42,0.7743358950723301,0.7658402383327484,0.4885011599822478,0.4991336941719055
43,0.7744259387254715,0.7655960977077484,0.48847733438014984,0.4991309493780136
44,0.7744417082179677,0.7658890664577485,0.4884764538569884,0.49918038845062257
45,0.7745172482999888,0.7658362567424775,0.48846072432669724,0.49918660521507263
46,0.7746236459775404,0.7658551871776581,0.4884967881847512,0.499140465259552
47,0.774498850107193,0.7659378945827484,0.4884740368209102,0.4991647839546204
48,0.7745784778486599,0.7656897723674774,0.48848439143462613,0.4991471260786057
49,0.7744342129338871,0.7657914102077484,0.4884578853168271,0.4991695016622543
